품목일련번호,품목명,품목 영문명,업체명,업체 영문명,업허가번호,업일련번호,업종,전문일반구분,주성분,주성분수,큰제품이미지,신고허가구분,취소/취하일자,취소/취하구분,분류명,품목허가번호,보험코드,사업자번호,품목허가일자,Unnamed: 20
200810915,가네탑플러스연질캡슐350밀리그램(밀크시슬열매건조엑스),GanetopPlusSoftCap.350mg,일양약품(주),IL-YANGPHARM.CO.|LTD.,1336.0,19570013.0,의약품,일반의약품,Milk-ThistleFruitDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs9ho,신고,-,정상,[03910]간장질환용제,646.0,-,2098100872,20081110.0,
200810919,신신명황고카타플라스마,SinsinMyunghwanggoCataplasma,신신제약(주),SINSINPharmaceuticalCo.|Ltd.,1332.0,19570016.0,의약품,일반의약품,DL-Camphor/L-Menthol/MethylSalicylate/TocopherolAcetate/PhellodendronBarkSoftExtract(3.3→1)/GardeniaFruitSoftExtract(3.0→1)/DL-Camphor/L-Menthol/MethylSalicylate/TocopherolAcetate/PhellodendronBarkSoftExtract(3.3→1)/GardeniaFruitSoftExtract(3.0→1),12,-,신고,-,정상,[02640]진통.진양.수렴.소염제,178.0,-,1188104136,20081110.0,
200810939,감콜데이나이트정(수출용),GamcolDayNightCap.,(주)마더스제약,MOTHER'SPHARMACEUTICAL.,1313.0,19550012.0,의약품,일반의약품,Acetaminophen/PseudoephedrineHydrochloride/ChlorpheniramineMaleate/Acetaminophen/PhenylephrineHydrochloride/ChlorpheniramineMaleate,6,-,신고,-,정상,[01140]해열.진통.소염제,319.0,-,3128629302,20081111.0,
200810940,라니그린캡슐,RANEEGREENCap.,제이더블유신약(주),JWsinyak,1325.0,19560016.0,의약품,일반의약품,GreenTeaPowder/OrthosiphonPowder,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427931156600071,신고,-,정상,[03990]따로분류되지않는대사성의약품,654.0,-,3128102332,20081111.0,
200810951,엘카리나정(엘카르니틴),L-CarinaTablet(L-Carnitine),에스에스팜(주),SSPHARMCO.|LTD,1651.0,19850003.0,의약품,일반의약품,L-Carnitine,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152285640712500076,신고,-,정상,[02190]기타의순환계용약,2118.0,-,1348130150,20081112.0,
200810981,말라진정(방풍통성산건조엑스),MALLAGINTab.,제이더블유신약(주),JWsinyak,1325.0,19560016.0,의약품,일반의약품,BangpungtongsungsanDriedExtract(4.6→1),1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs7Xx,신고,-,정상,[02190]기타의순환계용약,657.0,-,3128102332,20081114.0,
200810994,비카린에프정(수출용),BicarineFTab.,(주)마더스제약,MOTHER'SPHARMACEUTICAL.,1313.0,19550012.0,의약품,일반의약품,Bisacodyl/BelladonnaExtract/AloeDriedExtract(20:1)/PeumusBoldusMolinaLeafDriedExtract(5:1)/CynaraeDriedExtract(4:1)/GlycyrrhizaDriedExtract(5→1),6,-,신고,-,정상,[02360]이담제,322.0,-,3128629302,20081114.0,
200810996,에이올정,AeiolTablet,알보젠코리아(주),AlvogenKoreaCo.|Ltd.,1367.0,19580003.0,의약품,일반의약품,AlginicAcid/CarboxymethylcelluloseSodium,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OWvYdIR7SH,신고,-,정상,[03990]따로분류되지않는대사성의약품,5118.0,-,2158121950,20081114.0,
200810999,콜맥에스시럽(딸기향|포도향),ColMac-SSyrup,맥널티제약(주),McNultyPharma|Co.|LTD.,1524.0,19710001.0,의약품,일반의약품,Acetaminophen/ChlorpheniramineMaleate/DextromethorphanHydrobromideHydrate/DL-MethylephedrineHydrochloride/Acetaminophen/ChlorpheniramineMaleate/DextromethorphanHydrobromideHydrate/DL-MethylephedrineHydrochloride,8,-,신고,-,정상,[01140]해열.진통.소염제,367.0,-,2998102136,20081114.0,
200811050,데오란트액(염화알루미늄수화물),Deodorantsolution(Aluminumchloridehydrate),태극제약(주),TAIGUKPHARM.Co.|Ltd.,1370.0,19580005.0,의약품,일반의약품,AluminiumChlorideHydrate,1,-,신고,-,정상,[01250]발한제|지한제,383.0,-,1248134163,20081118.0,
200811058,바이코비정,VicobiTablet,(주)한국파비스제약,PharvisKoreaco.|Ltd.,1388.0,19600014.0,의약품,일반의약품,Bisbentiamine/PyridoxineHydrochloride/Cyanocobalamin/TocopherolCalciumSuccinate/Nicotinamide,5,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427941083600096,신고,-,정상,[03120]비타민B1제,247.0,-,2838501407,20081118.0,
200811059,기넥플로정(은행엽건조엑스),Ginekplotab.,화일약품(주),hwailpharam.co.|ltd.,2014.0,19980005.0,의약품,일반의약품,GinkgoBilobaLeafDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427941083600102,신고,-,정상,[02190]기타의순환계용약,474.0,-,1248127624,20081118.0,
200811061,액티프롤정,ActiprolTab.,태극제약(주),TAIGUKPHARM.Co.|Ltd.,1370.0,19580005.0,의약품,일반의약품,PseudoephedrineHydrochloride/TriprolidineHydrochlorideHydrate,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427941083600105,신고,-,정상,[01410]항히스타민제,384.0,-,1248134163,20081118.0,
200811093,경순환(통경환),-,(주)아이월드제약,i-WorldPharmCo.|Ltd.,2599.0,20070064.0,의약품,일반의약품,ZanthoxylumPeel/CassiaeCortexInterior/CitriiUnshiuImmaturiPericarpium/Rhubarb/Ginger/Zedoary/LaccaRhoisExsiccata/AngelicaGigasRoot/PeachKernel/Safflower,10,-,신고,-,정상,[02530]통경제,573.0,-,1318199577,20081119.0,
200811134,이클린탁스페이스트,EcleantaksPaste,태극제약(주),TAIGUKPHARM.Co.|Ltd.,1370.0,19580005.0,의약품,일반의약품,ChamomilleTincture/RhatanyTincture/MyrrhTincture,3,-,신고,-,정상,[02310]치과구강용약,386.0,-,1248134163,20081124.0,
200811139,팔선환(팔미지황환),PalsunPill,한솔신약(주),hansolpharm,1703.0,19890010.0,의약품,일반의약품,PreparedRehmanniaRoot/CornusFruit/DioscoreaRhizome/AlismaRhizome/Poria/MoutanRootBark/CinnamonBark/PulvisAconitiTuberisPurificaum,8,-,신고,-,정상,[03990]따로분류되지않는대사성의약품,365.0,-,3038114421,20081124.0,
200811147,모스쿨액,MoscoolSol.,경남제약(주),KyungNamPharm.Co.|Ltd.,1341.0,19570018.0,의약품,일반의약품,Crotamiton/L-Menthol/DL-Camphor/Diphenhydramine/DibucaineHydrochloride/Enoxolone,6,-,신고,-,정상,[02640]진통.진양.수렴.소염제,338.0,-,1348142258,20081124.0,
200811260,리버350연질캡슐(밀크시슬열매건조엑스),Liver350softCap.(Milk-thistleDriedExt.Powder),현대약품(주),HyundaiPharmCo.|Ltd.,1478.0,19660001.0,의약품,일반의약품,Milk-ThistleFruitDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUceZy,신고,-,정상,[03910]간장질환용제,888.0,-,1308100988,20081128.0,
200811364,임팩타민파워정,ImpactaminPowerTab,(주)대웅제약,DaewoongPharmaceuticals,1289.0,19540008.0,의약품,일반의약품,Benfotiamine/Riboflavin/Nicotinamide/CalciumPantothenate/PyridoxineHydrochloride/CyanocobalaminPowder0.1%/CholineTartrate/Inositol/Biotin/FolicAcid/ZincOxide/AscorbicAcidGranules97%,12,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F690X,신고,-,정상,[03160]혼합비타민제(비타민AD혼합제제를제외),608.0,-,1248601143,20081201.0,
200811373,한신이중탕엑스과립,-,(주)한국신약,HANKOOKSHINYAK,1404.0,19610004.0,의약품,일반의약품,Ginseng/Licorice/AtractylodesRhizomeWhite/Ginger,4,-,신고,-,정상,[02390]기타의소화기관용약,1056.0,-,3148101187,20081203.0,
200811440,마이딜액3%(미녹시딜),MYDILSolution3%(Minoxidil),제이더블유신약(주),JWsinyak,1325.0,19560016.0,의약품,일반의약품,Minoxidil,1,-,신고,-,정상,[02670]모발용제(발모|탈모|염모|양모제),658.0,-,3128102332,20081205.0,
200811442,리버토닉연질캡슐(밀크시슬열매건조엑스),LivertonicSoftCap,하이플생명과학(주),HighflyLifeScienceCo.|Ltd.,1345.0,19570023.0,의약품,일반의약품,Milk-ThistleFruitDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PRwKpLnwCw,신고,-,정상,[03910]간장질환용제,171.0,-,1338124994,20081205.0,
200811495,록소나첩부제(록소프로펜나트륨수화물),LoxonaPlaster,대화제약(주),DaehwaPharmaceuticalCo.|Ltd.,1410.0,19610006.0,의약품,일반의약품,LoxoprofenSodiumHydrate/LoxoprofenSodiumHydrate/LoxoprofenSodiumHydrate/LoxoprofenSodiumHydrate/LoxoprofenSodiumHydrate,5,-,신고,-,정상,[02640]진통.진양.수렴.소염제,847.0,-,1338122322,20081209.0,
200811530,센파워민정,SsenpowerminTab.,(주)동구바이오제약,DongKooBio&PharmaCo.|Ltd.,1305.0,19550015.0,의약품,일반의약품,L-Leucine/L-Methionine/L-Valine/L-Isoleucine/L-Threonine/L-Phenylalanine/L-Tryptophan/L-LysineHydrochloride/L-ArginineHydrochloride/ThiamineNitrate/TocopherolCalciumSuccinate/Riboflavin/Nicotinamide/PyridoxineHydrochloride,14,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427941083600198,신고,-,정상,[03290]기타의자양강장변질제,565.0,-,1248533615,20081211.0,
200811616,아이진점안액(테트라히드로졸린염산염)(수출용),EyesineOphtalmicsol.,(주)바이넥스,BinexCo.|Ltd.,1358.0,19570004.0,의약품,일반의약품,TetrahydrozolineHydrochloride,1,-,신고,-,정상,[01310]안과용제,525.0,-,6038107005,20081216.0,
200811623,영진리버렉스연질캡슐350mg(밀크시슬열매건조엑스),YungjinLiverexSoftCap.350mg,영진약품(주),YUNGJINPHARM.CO.|LTD,1421.0,19620008.0,의약품,일반의약품,Milk-ThistleFruitDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv12iojCt4,신고,-,정상,[03910]간장질환용제,743.0,-,2188100352,20081216.0,
200811653,위평원과립(반하사심탕엑스과립),WipyeongwonGranule,한솔신약(주),hansolpharm,1703.0,19890010.0,의약품,일반의약품,PinelliaTuber/ScutellariaRoot/Ginger/Ginseng/Licorice/Jujube/CoptisRhizome/AsSoftExtract,8,-,신고,-,정상,[02390]기타의소화기관용약,384.0,-,3038114421,20081217.0,
200811658,제일팔미지황환엑스과립,JeilPalmijihwanghwanExt.Granule,제일헬스사이언스(주),JeilHealthScienceInc.,361.0,20163416.0,의약품,일반의약품,AsSoftExtract/PreparedRehmanniaRoot/CornusFruit/DioscoreaRhizome/AlismaRhizome/Poria/MoutanRootBark/CinnamomiRamulus/PulvisAconitiTuberisPurificaum,9,-,신고,-,정상,[03990]따로분류되지않는대사성의약품,78.0,-,6258500499,20081217.0,
200811665,조인스탑연질캡슐,JoinstopSoftCap.,알리코제약(주),KoreaArlicoPharmCo.|Ltd.,1420.0,19620007.0,의약품,일반의약품,SodiumChondroitinSulfate/Fursultiamine/RiboflavinButyrate/Nicotinamide/CalciumPantothenate/PyridoxineHydrochloride/Cyanocobalamin/TocopherolAcetate/Gamma-Oryzanol,9,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151688585610000076,신고,-,정상,[03160]혼합비타민제(비타민AD혼합제제를제외),457.0,-,1348115033,20081217.0,
200811754,프로라제정10mg(세라티오펩티다제)(수출용),ProlaseTab.10mg,한올바이오파마(주),HANALLBIOPHARMACO.|LTD.,1297.0,19550007.0,의약품,일반의약품,Serratiopeptidase,1,-,신고,-,정상,[03950]효소제제,595.0,-,3068105479,20081222.0,
200811790,풀케어네일라카(시클로피록스),FulcareNailLaquer(ciplopirox),한국메나리니(주),Menarini-VonHeydenGmbH,11.0,20152816.0,의약품및의약외품수입업,일반의약품,Ciclopirox,1,-,허가,-,정상,[02650]기생성피부질환용제,5015.0,-,1208689680,20081223.0,
200811798,알부테크연질캡슐,AlbutecSoftCap.,오스틴제약(주),Austinpharm.co.|Ltd,1376.0,19590006.0,의약품,일반의약품,RoyalJelly/TocopherolAcetate/AscorbicAcid/ThiamineHydrochloride/Riboflavin/Nicotinamide/PyridoxineHydrochloride/Cyanocobalamin,8,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427955462100055,신고,-,정상,[03190]기타의비타민제,530.0,-,1248117301,20081223.0,
200811818,코플라쎈액(수출명:COREPLACENSOLUTION),COREPLACENSOLUTION,구주제약(주),GUJUPharmCo.|Ltd.,1455.0,19640018.0,의약품,일반의약품,HumanPlacentaExtract/ThiamineNitrate/RiboflavinSodiumPhosphate/PyridoxineHydrochloride/Nicotinamide/AnhydrousCaffeine,6,-,허가,-,정상,[03290]기타의자양강장변질제,467.0,-,1248136268,20081223.0,
200811845,에너리버연질캡슐350mg(밀크시슬열매건조엑스)(수출명:Ener-Liver|YUHANE-GanSoftCapsule350mg),Ener-LiverSoftCapsule350mg,(주)유한양행,YUHANCorporation,1329.0,19560004.0,의약품,일반의약품,Milk-ThistleFruitDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OoAc19ns3e,신고,-,정상,[03910]간장질환용제,800.0,-,1188100601,20081224.0,
200811885,덴트큐캡슐,Dent-QCap.,코오롱제약(주),KOLONPHARMA,1472.0,19650002.0,의약품,일반의약품,LysozymeHydrochloride/Carbazochrome/AscorbicAcidGranules/TocopherolAcetatePowder50%,4,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426407360700120,신고,-,정상,[02310]치과구강용약,5051.0,-,3068507363,20081226.0,
200811904,틴클점안액,Tinkleeyedrops,유니메드제약(주),UNIMEDPHARMINC.,1729.0,19900019.0,의약품,일반의약품,Cyanocobalamin/ChlorpheniramineMaleate/NeostigmineMethylsulfate/Taurine/SodiumChondroitinSulfate,5,-,신고,-,정상,[01310]안과용제,416.0,-,3128109048,20081229.0,
200812020,구미헥시크린브러쉬액(클로르헥시딘글루콘산염액),-,구미제약(주),GUMIPHARMACEUTICALS,2128.0,20000006.0,의약품,일반의약품,ChlorhexidineGluconateSolution,1,-,신고,-,정상,[02610]외피용살균소독제,31.0,-,1378173459,20081231.0,
200812026,레피드플렉스페인릴리빙롤온액(수출용),LepidflexPainRelievingRollOnSol.,신신제약(주),SINSINPharmaceuticalCo.|Ltd.,1332.0,19570016.0,의약품,일반의약품,MethylSalicylate/DL-Camphor/L-Menthol,3,-,허가,-,정상,[02640]진통.진양.수렴.소염제,180.0,-,1188104136,20081231.0,
200812030,실리탑350연질캡슐(밀크시슬열매건조엑스),Sylitop350SoftCap.,(주)동구바이오제약,DongKooBio&PharmaCo.|Ltd.,1305.0,19550015.0,의약품,일반의약품,Milk-ThistleFruitDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829642896200054,신고,-,정상,[03910]간장질환용제,5056.0,-,1248533615,20081231.0,
200900018,깅코탄연질캡슐120밀리그램(은행엽건조엑스),GingcotanSoftCap.120mg,한국프라임제약(주),KOREAPRIMEPHARMCO.|LTD,1881.0,19950015.0,의약품,일반의약품,GinkgoBilobaLeafDriedExtract/GinkgoBilobaLeafDriedExtract/GinkgoBilobaLeafDriedExtract,3,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mky9VD2vUV,신고,-,정상,[02190]기타의순환계용약,566.0,-,4028524506,20090102.0,
200900026,리버풀350연질캡슐(밀크시슬열매건조엑스),Liverful350SoftCap.,신일제약(주),SinilPharm,1321.0,19560015.0,의약품,일반의약품,Milk-ThistleFruitDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031286653200142,신고,-,정상,[03910]간장질환용제,607.0,-,3038113742,20090102.0,
200900041,덱시엔연질캡슐(덱시부프로펜),DexienSoftCapsule(Dexibuprofen),에스케이케미칼(주),SKChemicalsCo.|Ltd.,1346.0,19570024.0,의약품,일반의약품,Dexibuprofen,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PZ4l5sRYgm,신고,-,정상,[01140]해열.진통.소염제,770.0,-,8468100915,20090102.0,
200900207,세티스정(세티리진염산염),CetisTablet,한솔신약(주),hansolpharm,1703.0,19890010.0,의약품,일반의약품,CetirizineHydrochloride,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MbDiGFWGJz,신고,-,정상,[01410]항히스타민제,396.0,-,3038114421,20090106.0,
200900592,노즈코정,Nose-coTab.,(유)한풍제약,HANPOONGPHARM.Co.|Ltd.,1417.0,19620003.0,의약품,일반의약품,PlatycodonRoot/Licorice/PeonyRoot/Jujube/PoncirusImmatureFruit/RawGinger/GypsumFibrosum/MagnoliaeFlos/ScutellariaRoot/AtractylodesRhizome/GardeniaFruit/BupleurumRoot/CimicifugaRhizome/AnemarrhenaRhizome/LiriopeTuber/EriobotryaLeaf,16,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427955462100067,신고,-,정상,[01320]이비과용제,718.0,-,4188101820,20090113.0,
200900595,평생환에프(향사평위산),Pyeongsanghwan-FPill(Hyangsapyeongwisan),(유)한풍제약,HANPOONGPHARM.Co.|Ltd.,1417.0,19620003.0,의약품,일반의약품,AtractylodesRhizome/MagnoliaBark/CitrusUnshiuPeel/Licorice/AmomumFruit/CyperusRhizome/RawGinger/Jujube/AgastachisHerba,9,-,신고,-,정상,[02330]건위소화제,719.0,-,4188101820,20090113.0,
200900606,제니텔정(알벤다졸),GenitelTab.,(주)테라젠이텍스,THERAGENETEXCO.|LTD.,1654.0,19850002.0,의약품,일반의약품,Albendazole/Albendazole/Albendazole/Albendazole,4,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427955462100091,신고,-,정상,[06420]구충제,363.0,-,1348545665,20090113.0,
200900671,에스라진정(방풍통성산건조엑스(4.6→1)),S-razineTab.(Saposhinikoviaeradixdriedextract(4.6→1)),(주)휴온스,HuonsCo.|Ltd.,1683.0,19870002.0,의약품,일반의약품,BangpungtongsungsanDriedExtract(4.6→1)/PlatycodonRoot/AtractylodesRhizomeWhite/Licorice/ScutellariaRoot/AngelicaGigasRoot/PeonyRoot/CnidiumRhizome/GardeniaFruit/ForsythiaFruit/MenthaHerb/SchizonepetaSpike/SaposhnikoviaRoot/EphedraHerb/RawGinger/Talc/NatriiSulfas/GypsumFibrosum/Rhubarb,19,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427955462100049,신고,-,정상,[02190]기타의순환계용약,704.0,-,8638700270,20090116.0,
200900681,리버킹연질캡슐350mg(밀크시슬열매건조엑스),LiverkingSoftCap.350mg,(주)에이프로젠바이오로직스,AprogenBiologicsInc.,1386.0,19590001.0,의약품,일반의약품,Milk-ThistleFruitDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M_4NHfUrRQ,신고,-,정상,[03910]간장질환용제,538.0,-,2188100518,20090116.0,
200900682,굿스펜연질캡슐(덱시부프로펜),-,광동제약(주),KwangdongPharmCo.|Ltd.,150.0,19920004.0,의약품,일반의약품,Dexibuprofen/Dexibuprofen,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeYje,신고,-,정상,[01140]해열.진통.소염제,799.0,-,1138108888,20090116.0,
200900740,뮤코펙트정(암브록솔염산염),MucopectTablet(AmbroxolHydrochloride),오펠라헬스케어코리아(주),OpellaHealthcareKorea,942.0,2021008798.0,의약품및의약외품수입업,일반의약품,AmbroxolHydrochloride,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUEcr,신고,-,정상,[02220]진해거담제,6.0,074200050,1728801879,20090120.0,
200900762,하노펜정(수출용),HanopenTap.,(주)하원제약,HAWONPHARMACEUTICALCORPORATION,1447.0,19640011.0,의약품,일반의약품,Acetaminophen/DL-Methionine,2,-,신고,-,정상,[01140]해열.진통.소염제,430.0,-,1258101840,20090120.0,
200900767,스토마신캡슐,-,(주)아이월드제약,i-WorldPharmCo.|Ltd.,2599.0,20070064.0,의약품,일반의약품,GupunghaedoktangDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427945799800169,허가,-,정상,[01320]이비과용제,577.0,-,1318199577,20090121.0,
200900833,마이칼디정,MycalDTab,명문제약(주),MyungmoonPharm.Co.|Ltd.,1476.0,19660002.0,의약품,일반의약품,CalciumCitrateHydrate/CholecalciferolConcentratePowder/Cyanocobalamin/FolicAcid,4,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800053,신고,-,정상,[03210]칼슘제,525.0,649804350,1248135615,20090128.0,
200901086,그린헥시디놀액,GreenHexidinolSolution,(주)그린제약,GreenpharmaceuticalCo.|Ltd,1851.0,19940041.0,의약품,일반의약품,ChlorhexidineGluconateSolution/Ethanol95%,2,-,신고,-,정상,[02610]외피용살균소독제,462.0,-,3018112878,20090205.0,
200901117,물리나겔,MoolinaGel,에이치엘비제약(주),HLBPharmaceuticalCo.|Ltd.,1549.0,19720011.0,의약품,일반의약품,LidocaineHydrochloride/ChlorpheniramineMaleate/Crotamiton/PrednisoloneAcetate/BenzethoniumChloride/GlycolSalicylate/L-Menthol,7,-,신고,-,정상,[02640]진통.진양.수렴.소염제,852.0,-,2088125623,20090206.0,
200901146,뉴클로정(클로닉신리시네이트),NewcloTablet,한솔신약(주),hansolpharm,1703.0,19890010.0,의약품,일반의약품,ClonixinLysinate,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153002376642900093,신고,-,정상,[01140]해열.진통.소염제,397.0,-,3038114421,20090209.0,
200901147,아이비에프정(이부프로펜),IBFTablet,한솔신약(주),hansolpharm,1703.0,19890010.0,의약품,일반의약품,Ibuprofen,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nds9SAaXWZ,신고,-,정상,[01140]해열.진통.소염제,398.0,-,3038114421,20090209.0,
200901148,엔에이피정(나프록센나트륨),NAPTap.,한솔신약(주),hansolpharm,1703.0,19890010.0,의약품,일반의약품,NaproxenSodium,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800080,신고,-,정상,[01140]해열.진통.소염제,399.0,-,3038114421,20090209.0,
200901181,부스코판당의정(부틸스코폴라민브롬화물),BuscopanSugar-CoatedTablet(Butylscopolaminebromide),오펠라헬스케어코리아(주),OpellaHealthcareKorea,942.0,2021008798.0,의약품및의약외품수입업,일반의약품,ScopolamineButylbromide,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUEd7,신고,-,정상,[01240]진경제,7.0,074200070,1728801879,20090210.0,
200901231,알파우루사연질캡슐,ALPHAURSASOFTCAP.,대웅바이오(주),DaewoongBioInc.,1632.0,19830008.0,의약품,일반의약품,UrsodeoxycholicAcid/ThiamineNitrate/Riboflavin,3,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152155427194400049,신고,-,정상,[03910]간장질환용제,5128.0,-,1248677584,20090212.0,
200901232,코엔드에프캡슐,Co&FCap.,(주)마더스제약,MOTHER'SPHARMACEUTICAL.,1313.0,19550012.0,의약품,일반의약품,ChlorpheniramineMaleate/BelladonnaTotalAlkaloid/PhenylephrineHydrochloride,3,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150186122556700036,신고,-,정상,[01410]항히스타민제,328.0,-,3128629302,20090212.0,
200901257,부스코판플러스정,BuscopanPlusTablet,오펠라헬스케어코리아(주),OpellaHealthcareKorea,942.0,2021008798.0,의약품및의약외품수입업,일반의약품,ScopolamineButylbromide/Acetaminophen,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUEcZ,신고,-,정상,[01240]진경제,2.0,-,1728801879,20090213.0,
200901265,리버라이프연질캡슐(밀크시슬열매건조엑스),LivercureSoftCap.,(주)경보제약,kyongbopharma,1673.0,19870008.0,의약품,일반의약품,Milk-ThistleFruitDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MtKf7lr5Ws,신고,-,정상,[03910]간장질환용제,199.0,-,3128104567,20090216.0,
200901276,써버쿨키드크림,ServerCoolkidCream,(주)녹십자,GCBiopharmaCorp.,1735.0,19910005.0,의약품,일반의약품,Dexpanthenol/TocopherolAcetate/Diphenhydramine/DipotassiumGlycyrrhizinate,4,-,신고,-,정상,[02640]진통.진양.수렴.소염제,547.0,-,3038117108,20090217.0,
200901296,진코멕신정120mg(은행엽건조엑스),Ginkgo-mexinTab.120mg,고려제약(주),KOREANDRUG.CO.|LTD.,1554.0,19720014.0,의약품,일반의약품,GinkgoBilobaLeafDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031622369900138,신고,-,정상,[02190]기타의순환계용약,274.0,642801930,1268104796,20090217.0,
200901319,젠타졸정(알벤다졸),ZENTAZOLETAB.,(주)씨엠지제약,CMGPharmaceuticalCo.|Ltd,1439.0,19640004.0,의약품,일반의약품,Albendazole,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809070403900014,신고,-,정상,[06420]구충제,459.0,-,1348171976,20090218.0,
200901321,비시드에프정,Bicid-FTab.,오스틴제약(주),Austinpharm.co.|Ltd,1376.0,19590006.0,의약품,일반의약품,DriedAluminiumHydroxideGel/MagnesiumCarbonate,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427955462100022,신고,-,정상,[02340]제산제,532.0,-,1248117301,20090218.0,
200901402,속크린산,SokcreanPowders,한솔신약(주),hansolpharm,1703.0,19890010.0,의약품,일반의약품,CinnamonBark/Fennel/Nutmeg/Clove/CitrusUnshiuPeel/Gentian/PicrasmaWoodPowder/SodiumBicarbonate/PrecipitatedCalciumCarbonate/MagnesiumCarbonate/SyntheticAluminiumSilicate/Diastase·Protease·Cellulase2000II,12,-,신고,-,정상,[02330]건위소화제,401.0,-,3038114421,20090220.0,
200901453,크린톤액(구풍해독산),-,(주)한국신약,HANKOOKSHINYAK,1404.0,19610004.0,의약품,일반의약품,SaposhnikoviaRoot/ArctiumFruit/ForsythiaFruit/SchizonepetaSpike/OstericumRoot/Licorice/PlatycodonRoot/GypsumFibrosum,8,-,허가,-,정상,[01320]이비과용제,1058.0,-,3148101187,20090224.0,
200901516,세파넥신과립(은교산엑스과립),-,경진제약(주),KyungjinPharm.Co.|Ltd.,1492.0,19680004.0,의약품,일반의약품,LoniceraFlower/ForsythiaFruit/MenthaHerb/PlatycodonRoot/Licorice/GlycineSemenPreparatum/ArctiumFruit/LophatheriHerba/SchizonepetaSpike/GazellaeseuSaigaeCornu,10,-,신고,-,정상,[01140]해열.진통.소염제,356.0,-,5768601892,20090225.0,
200901517,맥펜시럽(이부프로펜)(새콤한오렌지맛|감귤향),McfenSyrup,맥널티제약(주),McNultyPharma|Co.|LTD.,1524.0,19710001.0,의약품,일반의약품,Ibuprofen/Ibuprofen,2,-,신고,-,정상,[01140]해열.진통.소염제,371.0,-,2998102136,20090225.0,
200901568,스티닐캡슐(수출용),StinilCap.,(주)하원제약,HAWONPHARMACEUTICALCORPORATION,1447.0,19640011.0,의약품,일반의약품,CyproheptadineOrotate/DL-CarnitineHydrochloride/L-LysineHydrochloride/Cobamamide,4,-,신고,-,정상,[01190]기타의중추신경용약,432.0,-,1258101840,20090227.0,
200901575,행심연질캡슐(은행엽건조엑스),HANGSIMsoftCapsules,동화약품(주),DongwhaPharm.Co.|Ltd.,1331.0,19570006.0,의약품,일반의약품,GinkgoBilobaLeafDriedExtract,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661645880000009,신고,-,정상,[02190]기타의순환계용약,667.0,-,1108100102,20090227.0,
